S1T,S2T,S3T,S1Coursework,S2Video,S2Game,S3Website,S3Video,ST,ST,ST,ST,ST,ST,ST,ST,ST,FR_Platform,FR_Platform,FR_Platform,FR_Platform,FR_Platform,FR_Platform,FR_Platform,FR_Platform,FR_Platform,DR_Platform,DR_Platform,DR_Platform,DR_Platform,DR_Platform,DR_Platform,DR_Platform,DR_Platform,DR_Platform,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FR_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,FA_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,DR_Provider,SA,CL
2,4,6,1,0,0,1,1,1,2,2,2,1,1,0,0,0,5,5,5,1,5,5,4,5,4,4,2,5,1,5,4,4,6,4,5,2,5,4,5,1,5,1,4,4,5,1,1,1,1,1,1,4,1,4,4,1,1,4,1,4,3,2,2,3,3,2,3,2,3,3,3,1,2,1,1,2,1,2,2,3,3,1,2,2,1,3,4,2,2,6,4,1,4,1,2,6,4,1,1,1,1,1,1,3,1,6,6,1,1,3,1,4,70,70
